5.000000,0.000000,231.000000,1553.000000
5.000000,0.000000,232.000000,1553.000000
4.000000,0.000000,232.000000,1555.000000
4.000000,0.000000,231.000000,1555.000000
5.000000,0.000000,231.000000,1557.000000
5.000000,0.000000,231.000000,1557.000000
4.000000,0.000000,232.000000,1559.000000
4.000000,0.000000,232.000000,1558.000000
4.000000,0.000000,232.000000,1560.000000
5.000000,0.000000,231.000000,1560.000000
5.000000,0.000000,231.000000,1562.000000
5.000000,0.000000,231.000000,1562.000000
5.000000,0.000000,231.000000,1564.000000
5.000000,0.000000,231.000000,1564.000000
4.000000,0.000000,232.000000,1566.000000
4.000000,0.000000,232.000000,1565.000000
4.000000,0.000000,232.000000,1568.000000
5.000000,0.000000,231.000000,1568.000000
4.000000,0.000000,232.000000,1570.000000
4.000000,0.000000,232.000000,1569.000000
5.000000,0.000000,231.000000,1572.000000
5.000000,0.000000,231.000000,1571.000000
5.000000,0.000000,232.000000,1573.000000
5.000000,0.000000,231.000000,1573.000000
4.000000,0.000000,232.000000,1576.000000
4.000000,0.000000,232.000000,1575.000000
4.000000,0.000000,232.000000,1578.000000
4.000000,0.000000,232.000000,1577.000000
5.000000,0.000000,231.000000,1580.000000
5.000000,0.000000,231.000000,1580.000000
4.000000,0.000000,232.000000,1582.000000
5.000000,0.000000,231.000000,1582.000000
5.000000,0.000000,231.000000,1585.000000
5.000000,0.000000,232.000000,1583.000000
5.000000,0.000000,231.000000,1587.000000
5.000000,0.000000,232.000000,1585.000000
5.000000,0.000000,232.000000,1588.000000
5.000000,0.000000,232.000000,1587.000000
5.000000,0.000000,231.000000,1591.000000
5.000000,0.000000,231.000000,1590.000000
5.000000,0.000000,231.000000,1593.000000
5.000000,0.000000,231.000000,1592.000000
5.000000,0.000000,231.000000,1595.000000
5.000000,0.000000,231.000000,1595.000000
5.000000,0.000000,231.000000,1597.000000
4.000000,0.000000,232.000000,1597.000000
4.000000,0.000000,232.000000,1600.000000
5.000000,0.000000,231.000000,1599.000000
5.000000,0.000000,232.000000,1602.000000
4.000000,0.000000,232.000000,1601.000000
5.000000,0.000000,231.000000,1605.000000
4.000000,0.000000,232.000000,1603.000000
4.000000,0.000000,232.000000,1607.000000
4.000000,0.000000,232.000000,1606.000000
5.000000,0.000000,231.000000,1609.000000
5.000000,0.000000,232.000000,1608.000000
5.000000,0.000000,231.000000,1611.000000
5.000000,0.000000,231.000000,1611.000000
5.000000,0.000000,232.000000,1614.000000
5.000000,0.000000,231.000000,1613.000000
5.000000,0.000000,232.000000,1616.000000
5.000000,0.000000,231.000000,1616.000000
5.000000,0.000000,231.000000,1620.000000
4.000000,0.000000,232.000000,1622.000000
5.000000,0.000000,231.000000,1625.000000
4.000000,0.000000,231.000000,1626.000000
5.000000,0.000000,232.000000,1628.000000
5.000000,0.000000,231.000000,1629.000000
4.000000,0.000000,232.000000,1631.000000
4.000000,0.000000,232.000000,1632.000000
5.000000,0.000000,231.000000,1636.000000
5.000000,0.000000,232.000000,1638.000000
4.000000,0.000000,232.000000,1640.000000
4.000000,0.000000,232.000000,1642.000000
5.000000,0.000000,232.000000,1645.000000
4.000000,0.000000,231.000000,1648.000000
5.000000,0.000000,231.000000,1650.000000
4.000000,0.000000,232.000000,1653.000000
5.000000,0.000000,231.000000,1655.000000
5.000000,0.000000,231.000000,1658.000000
4.000000,0.000000,232.000000,1659.000000
5.000000,0.000000,231.000000,1660.000000
4.000000,0.000000,231.000000,1661.000000
5.000000,0.000000,232.000000,1663.000000
5.000000,0.000000,231.000000,1664.000000
5.000000,0.000000,232.000000,1665.000000
5.000000,0.000000,231.000000,1668.000000
5.000000,0.000000,231.000000,1669.000000
5.000000,0.000000,231.000000,1671.000000
5.000000,0.000000,231.000000,1673.000000
5.000000,0.000000,231.000000,1675.000000
5.000000,0.000000,231.000000,1676.000000
5.000000,0.000000,232.000000,1677.000000
4.000000,0.000000,232.000000,1679.000000
5.000000,0.000000,231.000000,1682.000000
4.000000,0.000000,231.000000,1683.000000
4.000000,0.000000,232.000000,1684.000000
5.000000,0.000000,232.000000,1686.000000
5.000000,0.000000,231.000000,1689.000000
5.000000,0.000000,232.000000,1689.000000
4.000000,0.000000,231.000000,1691.000000
4.000000,0.000000,232.000000,1693.000000
5.000000,0.000000,231.000000,1695.000000
5.000000,0.000000,231.000000,1697.000000
4.000000,0.000000,232.000000,1698.000000
5.000000,0.000000,231.000000,1699.000000
4.000000,0.000000,232.000000,1701.000000
4.000000,0.000000,232.000000,1703.000000
4.000000,0.000000,232.000000,1704.000000
4.000000,0.000000,231.000000,1706.000000
5.000000,0.000000,231.000000,1708.000000
5.000000,0.000000,231.000000,1710.000000
